onsets_time,is_valid_subdivision_assignment,subdivision,subdivision_index,cycle,relative_location_within_the_cycle_interpolated,relative_location_within_the_cycle_democratic
0.196,0,NaN,NaN,NaN,NaN,NaN
0.406,0,NaN,NaN,NaN,NaN,NaN
0.744,0,NaN,NaN,NaN,NaN,NaN
0.996,0,NaN,NaN,NaN,NaN,NaN
1.322,0,NaN,NaN,NaN,NaN,NaN
1.56,0,NaN,NaN,NaN,NaN,NaN
1.888,0,NaN,NaN,NaN,NaN,NaN
2.134,0,NaN,NaN,NaN,NaN,NaN
2.446,0,NaN,NaN,NaN,NaN,NaN
2.672,0,NaN,NaN,1,NaN,NaN
2.976,0,NaN,NaN,1,NaN,NaN
3.207,0,NaN,NaN,1,NaN,NaN
3.491,0,NaN,NaN,1,NaN,NaN
4.025,0,NaN,NaN,1,NaN,NaN
4.208,0,NaN,NaN,1,NaN,NaN
4.325,0,NaN,NaN,1,NaN,NaN
5.208,1,1,4,2,1.01261506989431,1.01261506989431
5.314,1,1.3,5,2,1.22945789294238,1.22945789294238
5.48,1,1.6,6,2,1.5690419365837,1.5690419365837
5.686,1,2,7,2,1.99045346062053,1.99045346062053
5.802,1,2.3,8,2,2.22775315376747,2.22775315376747
5.96,1,2.6,9,2,2.5509717013297,2.5509717013297
6.182,1,3,10,2,3.00511421752472,3.00511421752472
6.269,1,3.3,11,2,3.18308898738493,3.18308898738493
7.927,1,2.6,9,3,2.5845311430527,2.5845311430527
8.245,1,3.3,11,3,3.23750855578371,3.23750855578371
8.731,1,0.3,2,4,0.242402889104201,0.242402889104201
9.078,1,1,4,4,0.97595349246895,0.97595349246895
9.353,1,1.6,6,4,1.55729763058222,1.55729763058222
9.824,1,2.6,9,4,2.55298159076896,2.55298159076896
9.929,0,2.6,9,4,2.77494935259403,2.77494935259403
10.168,1,3.3,11,4,3.28019025808156,3.28019025808156
10.283,1,3.6,12,4,3.52329780674711,3.52329780674711
10.51,1,0,1,5,0.0031384856806592,0.0031384856806592
12.413,1,0,1,6,-0.0153622036816296,-0.0153622036816296
12.522,1,0.3,2,6,0.215600582704279,0.215600582704279
12.897,1,1,4,6,1.01019732485764,1.01019732485764
12.992,1,1.3,5,6,1.21149516620315,1.21149516620315
13.623,1,2.6,9,6,2.54853661766653,2.54853661766653
13.72,0,2.6,9,6,2.75407230830354,2.75407230830354
13.836,1,3,10,6,2.99986756720964,2.99986756720964
13.953,1,3.3,11,6,3.24778175076149,3.24778175076149
14.096,1,3.6,12,6,3.55078797510264,3.55078797510264
14.302,1,0,1,7,-0.0127219719056459,-0.0127219719056459
16.175,1,0,1,8,-0.0421336934503653,-0.0421336934503653
16.29,1,0.3,2,8,0.206347062795411,0.206347062795411
16.658,1,1,4,8,1.00148548278191,1.00148548278191
16.773,1,1.3,5,8,1.24996623902769,1.24996623902769
17.369,1,2.6,9,8,2.53774476704929,2.53774476704929
17.467,0,2.6,9,8,2.74949358541526,2.74949358541526
17.577,1,3,10,8,2.98717083051993,2.98717083051993
17.693,1,3.3,11,8,3.23781228899393,3.23781228899393
17.847,1,3.6,12,8,3.57056043214045,3.57056043214045
18.046,1,0,1,9,0.000540102619500283,0.000540102619500283
18.763,1,1.6,6,9,1.54955441533892,1.54955441533892
