onsets_time,is_valid_subdivision_assignment,subdivision,subdivision_index,cycle,relative_location_within_the_cycle_interpolated,relative_location_within_the_cycle_democratic
4.913,0,NaN,NaN,1,NaN,NaN
5.25,0,NaN,NaN,1,NaN,NaN
5.422,0,NaN,NaN,1,NaN,NaN
5.773,0,NaN,NaN,1,NaN,NaN
5.937,0,NaN,NaN,1,NaN,NaN
6.267,0,NaN,NaN,1,NaN,NaN
6.444,0,NaN,NaN,1,NaN,NaN
6.784,0,NaN,NaN,1,NaN,NaN
6.953,1,0,1,2,-0.0141461771640294,-0.0141461771640294
7.285,1,0.6,3,2,0.656786796901313,0.656786796901313
7.464,1,1,4,2,1.01852475581004,1.01852475581004
7.791,1,1.6,6,2,1.67935331761536,1.67935331761536
7.934,1,2,7,2,1.96833950825194,1.96833950825194
8.257,1,2.6,9,2,2.62108454024924,2.62108454024924
8.424,1,3,10,2,2.95857190973392,2.95857190973392
8.756,1,3.6,12,2,3.62950488379926,3.62950488379926
8.927,1,0,1,3,-0.025059261767692,-0.025059261767692
9.256,1,0.6,3,3,0.643413477819169,0.643413477819169
9.435,1,1,4,3,1.00711141212327,1.00711141212327
9.74,1,1.6,6,3,1.62682018286488,1.62682018286488
9.912,1,2,7,3,1.97629529292245,1.97629529292245
10.237,1,2.6,9,3,2.63664070436844,2.63664070436844
10.402,1,3,10,3,2.97189299017948,2.97189299017948
10.724,1,3.6,12,3,3.62614290551981,3.62614290551981
10.891,1,0,1,4,-0.0348777568815208,-0.0348777568815208
11.211,1,0.6,3,4,0.621644725594117,0.621644725594117
11.384,1,1,4,4,0.976577192682509,0.976577192682509
11.706,1,1.6,6,4,1.63720294067362,1.63720294067362
11.875,1,2,7,4,1.98392887673106,1.98392887673106
12.193,1,2.6,9,4,2.63634809369123,2.63634809369123
12.361,1,3,10,4,2.98102239699094,2.98102239699094
12.674,1,3.6,12,4,3.62318345016242,3.62318345016242
12.846,1,0,1,5,-0.0243435924187099,-0.0243435924187099
13.162,1,0.6,3,5,0.635019996522345,0.635019996522345
13.335,1,1,4,5,0.996000695531214,0.996000695531214
13.643,1,1.6,6,5,1.63867153538515,1.63867153538515
13.808,1,2,7,5,1.9829594853069,1.9829594853069
14.136,1,2.6,9,5,2.66736219787863,2.66736219787863
14.297,1,3,10,5,3.00330377325683,3.00330377325683
14.606,1,3.6,12,5,3.64806120674665,3.64806120674665
14.774,1,0,1,6,-0.00143215180809341,-0.00143215180809341
15.081,1,0.6,3,6,0.658073755818116,0.658073755818116
15.252,1,1,4,6,1.02542069459363,1.02542069459363
15.56,1,1.6,6,6,1.68707482993197,1.68707482993197
15.711,1,2,7,6,2.01145721446473,2.01145721446473
16.003,1,2.6,9,6,2.63873970640888,2.63873970640888
16.169,1,3,10,6,2.9953455066237,2.9953455066237
16.446,1,3.6,12,6,3.59040458288579,3.59040458288579
16.635,1,0,1,7,-0.0035932446999608,-0.0035932446999608
16.932,1,0.6,3,7,0.636722960833629,0.636722960833629
17.104,1,1,4,7,1.00754581386992,1.00754581386992
17.422,1,1.6,6,7,1.69313690262307,1.69313690262307
17.58,1,2,7,7,2.03377650017966,2.03377650017966
17.891,1,2.6,9,7,2.70427596119295,2.70427596119295
18.048,1,3,10,7,3.04275961192957,3.04275961192957
18.338,1,3.6,12,7,3.66798418972332,3.66798418972332
18.495,1,0,1,8,0.00644122383252843,0.00644122383252843
18.801,1,0.6,3,8,0.663446054750397,0.663446054750397
18.969,1,1,4,8,1.02415458937198,1.02415458937198
19.274,1,1.6,6,8,1.67901234567901,1.67901234567901
19.447,1,2,7,8,2.0504562533548,2.0504562533548
19.749,1,2.6,9,8,2.6988727858293,2.6988727858293
19.906,1,3,10,8,3.03596349973161,3.03596349973161
20.206,1,3.6,12,8,3.68008588298443,3.68008588298443
20.357,1,0,1,9,0.00446262551134004,0.00446262551134004
20.64,1,0.6,3,9,0.635924135366308,0.635924135366308
20.806,1,1,4,9,1.00632205280774,1.00632205280774
21.102,1,1.6,6,9,1.66679062848643,1.66679062848643
21.246,1,2,7,9,1.98809966530308,1.98809966530308
21.522,1,2.6,9,9,2.60394198586835,2.60394198586835
21.682,1,3,10,9,2.96095202677575,2.96095202677575
21.986,1,3.6,12,9,3.63927110449982,3.63927110449982
22.141,1,0,1,10,-0.0145454545454568,-0.0145454545454568
22.455,1,0.6,3,10,0.670545454545453,0.670545454545453
22.621,1,1,4,10,1.03272727272727,1.03272727272727
22.936,1,1.6,6,10,1.72,1.72
23.084,1,2,7,10,2.04290909090909,2.04290909090909
23.377,1,2.6,9,10,2.68218181818182,2.68218181818182
23.53,1,3,10,10,3.01600000000001,3.01600000000001
23.828,1,3.6,12,10,3.66618181818182,3.66618181818182
23.972,1,0,1,11,-0.0198165137614608,-0.0198165137614608
24.279,1,0.6,3,11,0.656146788990828,0.656146788990828
24.442,1,1,4,11,1.01504587155964,1.01504587155964
24.737,1,1.6,6,11,1.6645871559633,1.6645871559633
24.898,1,2,7,11,2.01908256880734,2.01908256880734
25.186,1,2.6,9,11,2.65321100917431,2.65321100917431
25.345,1,3,10,11,3.00330275229357,3.00330275229357
25.645,1,3.6,12,11,3.66385321100917,3.66385321100917
25.789,1,0,1,12,-0.0193885160328112,-0.0193885160328112
26.083,1,0.6,3,12,0.638329604772551,0.638329604772551
26.259,1,1,4,12,1.03206562266965,1.03206562266965
26.559,1,1.6,6,12,1.70320656226696,1.70320656226696
26.7,1,2,7,12,2.0186428038777,2.0186428038777
26.976,1,2.6,9,12,2.63609246830723,2.63609246830723
27.137,1,3,10,12,2.99627143922446,2.99627143922446
27.445,1,3.6,12,12,3.68530947054437,3.68530947054437
27.589,1,0,1,13,0.00737735153079374,0.00737735153079374
27.874,1,0.6,3,13,0.638140907414232,0.638140907414232
28.041,1,1,4,13,1.00774621910734,1.00774621910734
28.344,1,1.6,6,13,1.6783474732571,1.6783474732571
28.484,1,2,7,13,1.98819623755072,1.98819623755072
28.774,1,2.6,9,13,2.63002582073036,2.63002582073036
28.937,1,3,10,13,2.9907783105865,2.9907783105865
29.234,1,3.6,12,13,3.64810033198082,3.64810033198082
29.383,1,0,1,14,-0.0224592925322888,-0.0224592925322888
29.686,1,0.6,3,14,0.658057271195957,0.658057271195957
29.839,1,1,4,14,1.00168444693992,1.00168444693992
30.143,1,1.6,6,14,1.6844469399214,1.6844469399214
30.287,1,2,7,14,2.0078607523863,2.0078607523863
30.581,1,2.6,9,14,2.66816395283549,2.66816395283549
30.73,1,3,10,14,3.00280741156654,3.00280741156654
31.025,1,3.6,12,14,3.66535654126896,3.66535654126896
31.175,1,0,1,15,0.00226928895613791,0.00226928895613791
31.467,1,0.6,3,15,0.664901664145239,0.664901664145239
31.627,1,1,4,15,1.02798789712557,1.02798789712557
31.908,1,1.6,6,15,1.66565809379728,1.66565809379728
32.051,1,2,7,15,1.99016641452346,1.99016641452346
32.344,1,2.6,9,15,2.65506807866869,2.65506807866869
32.498,1,3,10,15,3.00453857791225,3.00453857791225
32.786,1,3.6,12,15,3.65809379727686,3.65809379727686
32.936,1,0,1,16,-0.00149700598802579,-0.00149700598802579
33.234,1,0.6,3,16,0.667664670658687,0.667664670658687
33.386,1,1,4,16,1.00898203592815,1.00898203592815
33.693,1,1.6,6,16,1.69835329341317,1.69835329341317
33.845,1,2,7,16,2.03967065868264,2.03967065868264
34.127,1,2.6,9,16,2.67290419161678,2.67290419161678
34.278,1,3,10,16,3.01197604790419,3.01197604790419
34.571,1,3.6,12,16,3.66991017964072,3.66991017964072
34.714,1,0,1,17,-0.00919540229884547,-0.00919540229884547
35.002,1,0.6,3,17,0.652873563218404,0.652873563218404
35.155,1,1,4,17,1.00459770114943,1.00459770114943
35.45,1,1.6,6,17,1.68275862068967,1.68275862068967
35.583,1,2,7,17,1.98850574712644,1.98850574712644
35.869,1,2.6,9,17,2.64597701149426,2.64597701149426
36.02,1,3,10,17,2.99310344827587,2.99310344827587
36.318,1,3.6,12,17,3.67816091954023,3.67816091954023
36.463,1,0,1,18,0.0117027501462903,0.0117027501462903
36.742,1,0.6,3,18,0.664716208308949,0.664716208308949
36.892,1,1,4,18,1.01579871269749,1.01579871269749
37.181,1,1.6,6,18,1.69221767115272,1.69221767115272
37.312,1,2,7,18,1.99882972498537,1.99882972498537
37.603,1,2.6,9,18,2.67992978349912,2.67992978349912
37.75,1,3,10,18,3.02399063779988,3.02399063779988
38.041,1,3.6,12,18,3.70509069631362,3.70509069631362
38.167,1,0,1,19,0,0
38.447,1,0.6,3,19,0.67186562687463,0.67186562687463
38.589,1,1,4,19,1.0125974805039,1.0125974805039
38.877,1,1.6,6,19,1.70365926814638,1.70365926814638
38.998,1,2,7,19,1.99400119976004,1.99400119976004
39.275,1,2.6,9,19,2.65866826634673,2.65866826634673
39.417,1,3,10,19,2.99940011997601,2.99940011997601
39.7,1,3.6,12,19,3.67846430713859,3.67846430713859
39.832,1,0,1,20,-0.00476852771705624,-0.00476852771705624
40.11,1,0.6,3,20,0.658056824955303,0.658056824955303
40.254,1,1,4,20,1.00139082058415,1.00139082058415
40.547,1,1.6,6,20,1.69998013113451,1.69998013113451
40.669,1,2,7,20,1.99086032187562,1.99086032187562
40.956,1,2.6,9,20,2.6751440492748,2.6751440492748
41.097,1,3,10,20,3.01132525332805,3.01132525332805
41.385,1,3.6,12,20,3.69799324458574,3.69799324458574
41.514,1,0,1,21,0.00572129137721228,0.00572129137721228
41.8,1,0.6,3,21,0.706988148753579,0.706988148753579
41.93,1,1,4,21,1.02574581119739,1.02574581119739
42.203,1,1.6,6,21,1.6951369023294,1.6951369023294
42.323,1,2,7,21,1.98937474458522,1.98937474458522
42.6,1,2.6,9,21,2.66857376379242,2.66857376379242
42.741,1,3,10,21,3.014303228443,3.014303228443
43.034,1,3.6,12,21,3.73273395995097,3.73273395995097
43.15,1,0,1,22,0.0171884591774217,0.0171884591774217
43.42,1,0.6,3,22,0.680171884591792,0.680171884591792
43.56,1,1,4,22,1.02394106813998,1.02394106813998
43.837,1,1.6,6,22,1.70411295273176,1.70411295273176
43.958,1,2,7,22,2.00122774708411,2.00122774708411
44.231,1,2.6,9,22,2.67157765500308,2.67157765500308
44.377,1,3,10,22,3.03007980356048,3.03007980356048
44.655,1,3.6,12,22,3.71270718232045,3.71270718232045
44.777,1,0,1,23,0.0123992560446437,0.0123992560446437
45.047,1,0.6,3,23,0.681959082455049,0.681959082455049
45.19,1,1,4,23,1.03657780533168,1.03657780533168
45.46,1,1.6,6,23,1.7061376317421,1.7061376317421
45.569,1,2,7,23,1.9764414135152,1.9764414135152
45.838,1,2.6,9,23,2.64352138871668,2.64352138871668
45.978,1,3,10,23,2.99070055796653,2.99070055796653
46.268,1,3.6,12,23,3.70985740855549,3.70985740855549
46.387,1,0,1,24,0.00492610837439027,0.00492610837439027
46.658,1,0.6,3,24,0.672413793103458,0.672413793103458
46.796,1,1,4,24,1.01231527093597,1.01231527093597
47.079,1,1.6,6,24,1.70935960591134,1.70935960591134
47.193,1,2,7,24,1.99014778325124,1.99014778325124
47.47,1,2.6,9,24,2.67241379310346,2.67241379310346
47.606,1,3,10,24,3.00738916256159,3.00738916256159
47.884,1,3.6,12,24,3.692118226601,3.692118226601
48.012,1,0,1,25,0.00755667506299044,0.00755667506299044
48.286,1,0.6,3,25,0.697732997481125,0.697732997481125
48.421,1,1,4,25,1.03778337531487,1.03778337531487
48.69,1,1.6,6,25,1.71536523929471,1.71536523929471
48.81,1,2,7,25,2.01763224181361,2.01763224181361
49.076,1,2.6,9,25,2.68765743073048,2.68765743073048
49.211,1,3,10,25,3.02770780856423,3.02770780856423
49.472,1,3.6,12,25,3.68513853904282,3.68513853904282
49.603,1,0,1,26,0.0151324085750322,0.0151324085750322
49.875,1,0.6,3,26,0.701134930643128,0.701134930643128
50.002,1,1,4,26,1.02143757881464,1.02143757881464
50.278,1,1.6,6,26,1.71752837326608,1.71752837326608
50.392,1,2,7,26,2.00504413619169,2.00504413619169
50.661,1,2.6,9,26,2.68348045397227,2.68348045397227
50.792,1,3,10,26,3.01387137452713,3.01387137452713
51.068,1,3.6,12,26,3.70996216897857,3.70996216897857
51.184,1,0,1,27,0.00255319148937389,0.00255319148937389
51.456,1,0.6,3,27,0.69702127659577,0.69702127659577
51.585,1,1,4,27,1.02638297872342,1.02638297872342
51.854,1,1.6,6,27,1.71319148936172,1.71319148936172
51.97,1,2,7,27,2.00936170212767,2.00936170212767
52.236,1,2.6,9,27,2.68851063829788,2.68851063829788
52.364,1,3,10,27,3.01531914893618,3.01531914893618
52.641,1,3.6,12,27,3.72255319148937,3.72255319148937
52.758,1,0,1,28,0.0210837022981403,0.0210837022981403
53.025,1,0.6,3,28,0.696605523930007,0.696605523930007
53.161,1,1,4,28,1.04069154543539,1.04069154543539
53.431,1,1.6,6,28,1.72380349989458,1.72380349989458
53.544,1,2,7,28,2.00969850305714,2.00969850305714
53.811,1,2.6,9,28,2.68522032468902,2.68522032468902
53.941,1,3,10,28,3.01412608053975,3.01412608053975
54.212,1,3.6,12,28,3.69976807927473,3.69976807927473
54.336,1,0,1,29,0.0136839854607639,0.0136839854607639
54.595,1,0.6,3,29,0.678212529399185,0.678212529399185
54.725,1,1,4,29,1.01175967500535,1.01175967500535
54.997,1,1.6,6,29,1.70964293350438,1.70964293350438
55.104,1,2,7,29,1.98417789181098,1.98417789181098
55.365,1,2.6,9,29,2.6538379302972,2.6538379302972
55.498,1,3,10,29,2.99508231772502,2.99508231772502
55.766,1,3.6,12,29,3.68270258712849,3.68270258712849
55.893,1,0,1,30,0.00853788687299116,0.00853788687299116
56.162,1,0.6,3,30,0.697545357524,0.697545357524
56.293,1,1,4,30,1.03308431163286,1.03308431163286
56.552,1,1.6,6,30,1.69647812166488,1.69647812166488
56.669,1,2,7,30,1.99615795090713,1.99615795090713
56.929,1,2.6,9,30,2.66211312700106,2.66211312700106
57.051,1,3,10,30,2.97459978655282,2.97459978655282
57.321,1,3.6,12,30,3.66616862326573,3.66616862326573
57.449,1,0,1,31,-0.00588049984250277,-0.00588049984250277
57.726,1,0.6,3,31,0.69221883860127,0.69221883860127
57.858,1,1,4,31,1.02488711540479,1.02488711540479
58.127,1,1.6,6,31,1.70282474010291,1.70282474010291
58.248,1,2,7,31,2.00777066050613,2.00777066050613
58.518,1,2.6,9,31,2.68822849942245,2.68822849942245
58.646,1,3,10,31,3.01081591935315,3.01081591935315
58.908,1,3.6,12,31,3.67111204452379,3.67111204452379
59.038,1,0,1,32,-0.00126010710911029,-0.00126010710911029
59.307,1,0.6,3,32,0.676677517589002,0.676677517589002
59.439,1,1,4,32,1.00934579439252,1.00934579439252
59.707,1,1.6,6,32,1.68476320487242,1.68476320487242
59.838,1,2,7,32,2.01491126745774,2.01491126745774
60.102,1,2.6,9,32,2.68024782106478,2.68024782106478
60.232,1,3,10,32,3.0078756694319,3.0078756694319
60.494,1,3.6,12,32,3.66817179460254,3.66817179460254
60.621,1,0,1,33,-0.0122780092085032,-0.0122780092085032
60.886,1,0.6,3,33,0.684937513703137,0.684937513703137
61.014,1,1,4,33,1.02170576627933,1.02170576627933
61.279,1,1.6,6,33,1.71892128919095,1.71892128919095
61.393,1,2,7,33,2.01885551414163,2.01885551414163
61.643,1,2.6,9,33,2.67660600745449,2.67660600745449
61.766,1,3,10,33,3.00021925016442,3.00021925016442
62.017,1,3.6,12,33,3.66060074545055,3.66060074545055
62.143,1,0,1,34,-0.00772035170492962,-0.00772035170492962
62.404,1,0.6,3,34,0.66395024662232,0.66395024662232
62.533,1,1,4,34,0.995925369933507,0.995925369933507
62.812,1,1.6,6,34,1.71391807849022,1.71391807849022
62.938,1,2,7,34,2.0381728500965,2.0381728500965
63.2,1,2.6,9,34,2.71241689899207,2.71241689899207
63.33,1,3,10,34,3.04696547287153,3.04696547287153
63.571,1,3.6,12,34,3.66716705983272,3.66716705983272
63.697,1,0,1,35,-0.00850520944077474,-0.00850520944077474
63.96,1,0.6,3,35,0.662555815436958,0.662555815436958
64.096,1,1,4,35,1.00956836062089,1.00956836062089
64.359,1,1.6,6,35,1.6806293854986,1.6806293854986
64.487,1,2,7,35,2.00722942802465,2.00722942802465
64.753,1,2.6,9,35,2.68594514139911,2.68594514139911
64.886,1,3,10,35,3.02530299808632,3.02530299808632
65.135,1,3.6,12,35,3.66064214331279,3.66064214331279
65.269,1,0,1,36,0.00257179597086525,0.00257179597086525
65.524,1,0.6,3,36,0.658379768538362,0.658379768538362
65.653,1,1,4,36,0.990141448778408,0.990141448778408
65.917,1,1.6,6,36,1.66909558508358,1.66909558508358
66.05,1,2,7,36,2.01114444920702,2.01114444920702
66.308,1,2.6,9,36,2.67466780968707,2.67466780968707
66.454,1,3,10,36,3.05015002143161,3.05015002143161
66.7,1,3.6,12,36,3.68281183026146,3.68281183026146
66.828,1,0,1,37,0.0119326656722744,0.0119326656722744
67.087,1,0.6,3,37,0.674195610483701,0.674195610483701
67.225,1,1,4,37,1.02706158107818,1.02706158107818
67.476,1,1.6,6,37,1.66886852759429,1.66886852759429
67.607,1,2,7,37,2.00383549968038,2.00383549968038
67.861,1,2.6,9,37,2.65331344555723,2.65331344555723
67.996,1,3,10,37,2.99850841679096,2.99850841679096
68.253,1,3.6,12,37,3.65565736202857,3.65565736202857
68.383,1,0,1,38,-0.0123049879147402,-0.0123049879147402
68.643,1,0.6,3,38,0.673258624478149,0.673258624478149
68.774,1,1,4,38,1.01867721379918,1.01867721379918
69.029,1,1.6,6,38,1.6910569105691,1.6910569105691
69.142,1,2,7,38,1.98901340364754,1.98901340364754
69.392,1,2.6,9,38,2.64820918479454,2.64820918479454
69.51,1,3,10,38,2.95934959349594,2.95934959349594
69.767,1,3.6,12,38,3.63700285651503,3.63700285651503
69.899,1,0,1,39,-0.0147122457810561,-0.0147122457810561
70.159,1,0.6,3,39,0.660320207702304,0.660320207702304
70.292,1,1,4,39,1.0056252704457,1.0056252704457
70.553,1,1.6,6,39,1.68325400259628,1.68325400259628
70.688,1,2,7,39,2.03375162267418,2.03375162267418
70.951,1,2.6,9,39,2.71657291215924,2.71657291215924
71.072,1,3,10,39,3.03072263089574,3.03072263089574
71.324,1,3.6,12,39,3.68498485504113,3.68498485504113
71.443,1,0,1,40,-0.00607243548035268,-0.00607243548035268
71.698,1,0.6,3,40,0.65755801344615,0.65755801344615
71.831,1,1,4,40,1.0036868358274,1.0036868358274
72.079,1,1.6,6,40,1.64909997831277,1.64909997831277
72.21,1,2,7,40,1.99002385599657,1.99002385599657
72.463,1,2.6,9,40,2.64844936022555,2.64844936022555
72.591,1,3,10,40,2.98156582086315,2.98156582086315
72.854,1,3.6,12,40,3.66601604857949,3.66601604857949
72.976,1,0,1,41,-0.0166265587398742,-0.0166265587398742
73.238,1,0.6,3,41,0.67118792386787,0.67118792386787
73.374,1,1,4,41,1.02822139575585,1.02822139575585
73.63,1,1.6,6,41,1.70028440166265,1.70028440166265
73.745,1,2,7,41,2.00218770509737,2.00218770509737
74.011,1,2.6,9,41,2.70050317217238,2.70050317217238
74.131,1,3,10,41,3.01553270619121,3.01553270619121
74.388,1,3.6,12,41,3.69022095821485,3.69022095821485
74.505,1,0,1,42,-0.0027285129604496,-0.0027285129604496
74.756,1,0.6,3,42,0.682128240109143,0.682128240109143
74.887,1,1,4,42,1.03956343792633,1.03956343792633
75.138,1,1.6,6,42,1.72442019099593,1.72442019099593
75.247,1,2,7,42,2.0218281036835,2.0218281036835
75.489,1,2.6,9,42,2.68212824010916,2.68212824010916
75.608,1,3,10,42,3.00682128240111,3.00682128240111
75.854,1,3.6,12,42,3.6780354706685,3.6780354706685
75.971,1,0,1,43,-0.00275166246271195,-0.00275166246271195
76.221,1,0.6,3,43,0.685163953221766,0.685163953221766
76.348,1,1,4,43,1.03462508598947,1.03462508598947
