Onset
0.204000000
0.607875000
0.930250000
1.217750000
1.490291667
1.863395833
2.178895833
2.458708333
2.840250000
3.146812500
3.381916667
3.793979167
4.108250000
4.389270833
4.734770833
5.051958333
5.317437500
5.658562500
5.938375000
6.181833333
6.538187500
6.814895833
7.066979167
7.429291667
7.713875000
7.947083333
8.331479167
8.640145833
8.931645833
9.289791667
9.597104167
9.859812500
10.221312500
10.557416667
10.843458333
11.176187500
11.489708333
11.749687500
12.089520833
12.399687500
12.669312500
13.007458333
13.311354167
13.589354167
13.888458333
14.225250000
14.555645833
14.945791667
15.291625000
15.645895833
16.020375000
16.367083333
16.639291667
16.950791667
17.246083333
17.518604167
17.847812500
18.154083333
18.443875000
18.775520833
19.075062500
19.358187500
19.680854167
19.994166667
20.271416667
20.582062500
20.872000000
21.109770833
21.446125000
21.753583333
22.004479167
22.362708333
22.647437500
22.919187500
23.251187500
23.561812500
23.851291667
24.171291667
24.509958333
24.833541667
25.140562500
25.471520833
25.756562500
26.061333333
26.391916667
26.689562500
27.012416667
27.322833333
27.576520833
27.895041667
28.191833333
28.412666667
28.758041667
29.077000000
