Onset
0.093333333
0.439416667
0.772833333
1.111000000
1.396395833
1.718104167
2.024708333
2.285500000
2.622937500
2.918958333
3.187395833
3.559916667
3.873291667
4.131145833
4.439187500
4.759979167
5.019041667
5.355125000
5.679937500
5.898604167
6.247354167
6.532395833
6.773833333
7.109166667
7.446520833
7.675729167
8.026083333
8.330229167
8.575562500
8.924354167
9.232854167
9.453083333
9.806812500
10.092125000
10.337437500
10.688145833
10.991625000
11.236270833
11.557958333
11.872000000
12.118000000
12.458895833
12.786208333
13.077083333
13.399270833
13.730708333
14.137395833
14.491083333
14.913583333
15.181437500
15.566416667
15.918375000
16.183541667
16.555208333
16.847458333
17.092875000
17.478958333
17.800770833
18.032020833
18.449812500
18.786333333
19.031770833
19.429583333
19.738250000
19.960479167
20.347083333
20.648520833
21.013333333
21.257854167
21.651104167
22.054562500
22.360000000
22.699000000
23.028937500
23.353979167
23.661541667
23.958562500
24.278562500
24.605375000
24.875979167
25.210395833
25.535500000
25.816895833
26.202979167
26.482958333
26.701625000
27.085145833
27.382125000
27.624104167
28.008020833
28.298520833
28.582166667
28.894020833
29.263687500
