Onset
0.106666667
0.337916667
0.713875000
1.011145833
1.272125000
1.640520833
1.969791667
2.247687500
2.570645833
2.868666667
3.152645833
3.554145833
3.883125000
4.212833333
4.615500000
4.945104167
5.230833333
5.561145833
5.894687500
6.146437500
6.493250000
6.795437500
7.059791667
7.423583333
7.714270833
7.967520833
8.343479167
8.648854167
8.889625000
9.243791667
9.537354167
9.789312500
10.147375000
10.439729167
10.678791667
11.034083333
11.346958333
11.607250000
11.959520833
12.252125000
12.516791667
12.869520833
13.133395833
13.373916667
13.713687500
14.008062500
14.282937500
14.631520833
14.942854167
15.203791667
15.552562500
15.916375000
16.170479167
16.509437500
16.820500000
17.138166667
17.446479167
17.785437500
18.139166667
18.431791667
18.752166667
19.066416667
19.392708333
19.692833333
19.982375000
20.282104167
20.579625000
20.871854167
21.174583333
21.519312500
21.822500000
22.223479167
22.557979167
22.833375000
23.108395833
23.390833333
23.729666667
24.075041667
24.398979167
24.662458333
24.952041667
25.242333333
25.560187500
25.939583333
26.262708333
26.539000000
26.803854167
27.092625000
27.369979167
27.639770833
27.919208333
28.183979167
28.462416667
28.806000000
29.128500000
29.558500000
30.280000000
