Onset
0.228000000
0.544979167
0.900187500
1.255604167
1.544520833
1.930854167
2.253333333
2.531312500
2.876250000
3.407958333
3.798500000
4.225104167
4.576562500
4.846520833
5.187750000
5.474583333
5.749479167
6.096833333
6.396020833
6.666062500
7.028395833
7.356083333
7.613812500
7.980625000
8.298916667
8.591541667
8.921479167
9.241812500
9.521291667
9.836520833
10.156083333
10.389229167
10.701666667
11.037020833
11.315104167
11.715104167
12.119562500
12.398041667
12.668729167
12.955062500
13.242916667
13.604854167
13.898166667
14.145979167
14.412000000
14.724000000
15.108000000
15.516000000
15.912000000
16.320000000
16.680000000
16.992000000
17.369729167
17.728062500
18.040562500
18.274270833
18.621000000
18.891937500
19.132500000
19.518750000
19.840041667
20.067000000
20.471520833
20.745645833
21.003541667
21.345437500
21.638250000
21.860791667
22.228020833
22.508895833
22.728604167
23.122041667
23.426312500
23.655437500
24.079520833
24.341854167
24.568729167
24.976541667
25.231062500
25.446375000
25.869729167
26.122083333
26.336770833
26.743333333
26.997145833
27.218479167
27.628104167
27.882770833
28.090666667
28.427500000
28.681854167
28.900875000
29.254187500
29.528416667
