Onset_time,Cycle_number,Metric_location,Metric_location_index,Phase,Is_included_in_grid
17.243,1,NaN,NaN,NaN,0
17.343,1,NaN,NaN,NaN,0
17.431,1,NaN,NaN,NaN,0
17.548,1,NaN,NaN,NaN,0
17.724,1,NaN,NaN,NaN,0
17.857,1,NaN,NaN,NaN,0
18.009,1,NaN,NaN,NaN,0
18.187,1,NaN,NaN,NaN,0
18.32,1,NaN,NaN,NaN,0
18.475,1,NaN,NaN,NaN,0
18.656,1,NaN,NaN,NaN,0
18.772,1,NaN,NaN,NaN,0
18.925,1,NaN,NaN,NaN,0
19.112,2,0,1,-0.00727669637984468,1
19.375,2,0.6,3,0.566854647989815,1
19.824,2,1.6,6,1.54702565035474,1
20.289,2,2.6,9,2.56212479534292,1
20.748,2,3.6,12,3.56412588684737,1
20.936,3,0,1,-0.0258207303578016,1
21.061,3,0.3,2,0.250829952047215,1
21.204,3,0.6,3,0.567318332718555,1
21.639,3,1.6,6,1.53006270748801,1
21.839,3,2,7,1.97270379933603,1
21.952,3,2.3,8,2.22279601623017,1
22.101,3,2.6,9,2.55256362965695,1
22.54,3,3.6,12,3.52416082626336,1
23.003,4,0.6,3,0.560980207351552,1
23.295,4,1.3,5,1.22148916116871,1
23.44,4,1.6,6,1.54948162111216,1
23.904,4,2.6,9,2.5990574929312,1
24.337,4,3.6,12,3.5785108388313,1
24.509,5,0,1,-0.0325634229458452,1
24.641,5,0.3,2,0.267322983718292,1
24.787,5,0.6,3,0.599015524422572,1
24.952,5,1,4,0.973873532752756,1
25.077,5,1.3,5,1.25785687239683,1
25.232,5,1.6,6,1.60999621355548,1
25.397,5,2,7,1.98485422188565,1
25.516,5,2.3,8,2.25520636122681,1
25.671,5,2.6,9,2.60734570238546,1
25.828,5,3,10,2.96402877697842,1
25.947,5,3.3,11,3.23438091631958,1
26.101,5,3.6,12,3.58424839076108,1
26.537,6,0.6,3,0.56917885264342,1
26.843,6,1.3,5,1.25759280089989,1
26.976,6,1.6,6,1.55680539932509,1
27.267,6,2.3,8,2.21147356580428,1
27.435,6,2.6,9,2.58942632170979,1
27.728,6,3.3,11,3.24859392575929,1
27.877,6,3.6,12,3.58380202474691,1
28.163,7,0.3,2,0.230002846569889,1
28.321,7,0.6,3,0.589809279817827,1
28.603,7,1.3,5,1.23199544548819,1
28.76,7,1.6,6,1.5895246228295,1
29.049,7,2.3,8,2.24765157984629,1
29.196,7,2.6,9,2.58240819812127,1
29.471,7,3.3,11,3.2086535724452,1
29.531,7,3.3,11,3.34528892684315,0
30.075,8,0.6,3,0.576242628475145,1
30.125,8,0.6,3,0.688570626228587,0
30.38,8,1.3,5,1.26144341477113,1
30.529,8,1.6,6,1.59618084807638,1
30.96,8,2.6,9,2.56444818871104,1
31.24,8,3.3,11,3.1934849761303,1
31.396,8,3.6,12,3.54394832912103,1
31.829,9,0.6,3,0.530871321407964,1
31.881,9,0.6,3,0.650894402769763,0
32.121,9,1.3,5,1.20484708597808,1
32.284,9,1.6,6,1.58107328332371,1
32.704,9,2.6,9,2.55049047893826,1
32.991,9,3.3,11,3.21292556260819,1
