Onset_time,Cycle_number,Metric_location,Metric_location_index,Phase,Is_included_in_grid
1568.852,1,NaN,NaN,NaN,0
1568.943,1,NaN,NaN,NaN,0
1569.028,1,NaN,NaN,NaN,0
1569.144,1,NaN,NaN,NaN,0
1569.324,1,NaN,NaN,NaN,0
1569.436,1,NaN,NaN,NaN,0
1569.595,1,NaN,NaN,NaN,0
1569.779,1,NaN,NaN,NaN,0
1569.889,1,NaN,NaN,NaN,0
1570.228,1,NaN,NaN,NaN,0
1570.313,1,NaN,NaN,NaN,0
1570.397,1,NaN,NaN,NaN,0
1570.525,1,NaN,NaN,NaN,0
1570.781,2,0.3,2,0.23916123547726,1
1570.945,2,0.6,3,0.610937942759796,1
1571.135,2,1,4,1.04165485973362,1
1571.396,2,1.6,6,1.6333238877869,1
1571.68,2,2.3,8,2.27713233210572,1
1571.988,2,3,10,2.9753471238315,1
1572.077,2,3.3,11,3.17710399546642,1
1572.155,2,3.3,11,3.35392462453978,0
1572.273,2,3.6,12,3.62142249929172,1
1572.443,3,0,1,0.00699300699337114,1
1572.555,3,0.3,2,0.2680652680658,1
1572.712,3,0.6,3,0.634032634032966,1
1572.871,3,1,4,1.00466200466256,1
1573.136,3,1.6,6,1.62237762237783,1
1573.309,3,2,7,2.02564102564121,1
1573.415,3,2.3,8,2.27272727272743,1
1573.565,3,2.6,9,2.62237762237797,1
1573.729,3,3,10,3.00466200466229,1
1573.992,3,3.6,12,3.61771561771567,1
1574.16,4,0,1,0.00960960960992883,1
1574.255,4,0.3,2,0.237837837838228,1
1574.404,4,0.6,3,0.595795795795922,1
1574.572,4,1,4,0.999399399399277,1
1574.819,4,1.6,6,1.59279279279285,1
1574.987,4,2,7,1.99639639639675,1
1575.239,4,2.6,9,2.60180180180206,1
1575.411,4,3,10,3.01501501501534,1
1575.508,4,3.3,11,3.24804804804833,1
1576.359,5,1.3,5,1.27753042445827,1
1576.527,5,1.6,6,1.67646185811838,1
1576.76,5,2.3,8,2.22974176313455,1
1576.927,5,2.6,9,2.62629860492715,1
1577.183,5,3.3,11,3.23419412288518,1
1577.347,5,3.6,12,3.62362718907688,1
1577.593,6,0.3,2,0.209769253821016,1
1577.755,6,0.6,3,0.598142043752176,1
1578.011,6,1.3,5,1.21186694635897,1
1578.173,6,1.6,6,1.60023973629013,1
1578.424,6,2.3,8,2.20197782439316,1
1578.591,6,2.6,9,2.60233742882808,1
1578.845,6,3.3,11,3.21126760563392,1
1579.009,6,3.6,12,3.60443512136658,1
1579.271,7,0.3,2,0.233243162007751,1
1579.431,7,0.6,3,0.617974150886792,1
1579.692,7,1.3,5,1.24556657649533,1
1579.847,7,1.6,6,1.61827472197164,1
1580.117,7,2.3,8,2.26750826570465,1
1580.256,7,2.6,9,2.60174331229344,1
1580.505,7,3.3,11,3.2004809137362,1
1580.665,7,3.6,12,3.58521190261469,1
1580.945,8,0.3,2,0.262275083866692,1
1581.079,8,0.6,3,0.589204025617307,1
1581.348,8,1.3,5,1.2455016773405,1
1581.499,8,1.6,6,1.61390667886557,1
1581.773,8,2.3,8,2.28240317169857,1
1581.913,8,2.6,9,2.62397072278151,1
1582.179,8,3.3,11,3.27294906983881,1
1582.316,8,3.6,12,3.60719731625531,1
1582.588,9,0.3,2,0.272225628449044,1
1582.725,9,0.6,3,0.608215818516332,1
1582.988,9,1.3,5,1.25321888412058,1
1583.139,9,1.6,6,1.62354383813611,1
1583.405,9,2.3,8,2.27590435315772,1
1583.541,9,2.6,9,2.60944206008589,1
1583.792,9,3.3,11,3.22501532801958,1
1583.935,9,3.6,12,3.57572041692215,1
1584.211,10,0.3,2,0.257339163023256,1
1584.339,10,0.6,3,0.57713928794498,1
1584.507,10,1,4,0.996876951905275,1
1584.755,10,1.6,6,1.61648969394158,1
1584.915,10,2,7,2.01623985009359,1
1585.149,10,2.6,9,2.60087445346625,1
1585.319,10,3,10,3.02560899437833,1
1585.404,10,3.3,11,3.23797626483437,1
1586.241,11,1.3,5,1.30472103004267,1
1586.381,11,1.6,6,1.64806866952787,1
1586.775,11,2.6,9,2.61434702636413,1
1587.192,11,3.6,12,3.63703249540127,1
1587.451,12,0.3,2,0.276635514018419,1
1587.576,12,0.6,3,0.588161993769239,1
1587.975,12,1.6,6,1.58255451713357,1
1588.377,12,2.6,9,2.58442367601232,1
1588.78,12,3.6,12,3.58878504672901,1
1588.94,13,0,1,-0.0125391849526813,1
1589.043,13,0.3,2,0.245768025078256,1
1589.172,13,0.6,3,0.569278996865417,1
1589.569,13,1.6,6,1.56489028213169,1
1589.968,13,2.6,9,2.56551724137961,1
1590.368,13,3.6,12,3.5686520376175,1
1590.539,14,0,1,-0.00251809883532,1
1590.635,14,0.3,2,0.239219389361125,1
1590.765,14,0.6,3,0.566572237960741,1
1591.157,14,1.6,6,1.55366698142908,1
1591.56,14,2.6,9,2.56846081208709,1
1591.74,14,3,10,3.02171860245557,1
1591.84,14,3.3,11,3.27352848599329,1
1591.963,14,3.6,12,3.58325464274509,1
1592.224,15,0.3,2,0.241797657981108,1
1592.355,15,0.6,3,0.573478215002082,1
1592.748,15,1.6,6,1.56851988606443,1
1593.141,15,2.6,9,2.56356155712677,1
1593.541,15,3.6,12,3.57632661673179,1
1593.713,16,0,1,0.0118393234673356,1
1593.805,16,0.3,2,0.245243128964424,1
1593.937,16,0.6,3,0.580126849894251,1
1594.319,16,1.6,6,1.54926004228346,1
1594.721,16,2.6,9,2.56913319238932,1
1594.904,16,3,10,3.03340380549715,1
1595,16,3.3,11,3.27695560253734,1
1595.124,16,3.6,12,3.59154334038096,1
1595.3,17,0,1,0.0381194409151247,1
1595.383,17,0.3,2,0.24904701397762,1
1595.509,17,0.6,3,0.569250317662472,1
1595.897,17,1.6,6,1.55527318932692,1
1596.293,17,2.6,9,2.56162642947939,1
1596.683,17,3.6,12,3.55273189326627,1
1596.859,18,0,1,5.82511551092658e-13,1
1596.952,18,0.3,2,0.238257899232132,1
1597.081,18,0.6,3,0.568744662681838,1
1597.476,18,1.6,6,1.58070025619191,1
1597.74,18,2.3,8,2.2570452604613,1
1597.871,18,2.6,9,2.59265584970139,1
1598.261,18,3.6,12,3.5918018787358,1
1598.425,19,0,1,0.0119377531438461,1
1598.529,19,0.3,2,0.277979108931707,1
1598.651,19,0.6,3,0.5900660839906,1
1599.045,19,1.6,6,1.59795352803268,1
1599.319,19,2.3,8,2.29887017693475,1
1599.428,19,2.6,9,2.57770198252038,1
1599.821,19,3.6,12,3.58303133660244,1
1599.983,20,0,1,-0.00258648561202389,1
1600.08,20,0.3,2,0.24830261881722,1
1600.2,20,0.6,3,0.558680892338303,1
1600.597,20,1.6,6,1.58551568056937,1
1600.775,20,2,7,2.04591011962548,1
1600.855,20,2.3,8,2.25282896863914,1
1600.977,20,2.6,9,2.56838021338545,1
1601.368,20,3.6,12,3.57969608794026,1
1601.756,21,0.6,3,0.582687338501319,1
1602.023,21,1.3,5,1.27260981912102,1
1602.149,21,1.6,6,1.5981912144698,1
1602.54,21,2.6,9,2.60852713178266,1
1602.793,21,3.3,11,3.26227390180831,1
1602.929,21,3.6,12,3.61369509043931,1
1603.315,22,0.6,3,0.606215956424149,1
1603.704,22,1.6,6,1.60333226529921,1
1604.089,22,2.6,9,2.5901954501758,1
1604.341,22,3.3,11,3.23614226209492,1
1604.471,22,3.6,12,3.56936879205353,1
1604.861,23,0.6,3,0.574757281553404,1
1605.119,23,1.3,5,1.24271844660152,1
1605.251,23,1.6,6,1.58446601941725,1
1605.641,23,2.6,9,2.59417475728169,1
1605.888,23,3.3,11,3.2336569579286,1
1606.02,23,3.6,12,3.57540453074433,1
1606.403,24,0.6,3,0.569941444372273,1
1606.656,24,1.3,5,1.22836694860109,1
1606.787,24,1.6,6,1.56929082628511,1
1607.173,24,2.6,9,2.57384515289528,1
1607.42,24,3.3,11,3.21665582303208,1
1607.555,24,3.6,12,3.56798959011077,1
1608.205,25,1.3,5,1.2514544279248,1
1608.36,25,1.6,6,1.65223012281806,1
1608.591,25,2.3,8,2.24951519069134,1
1608.731,25,2.6,9,2.61150614091784,1
1608.979,25,3.3,11,3.2527472527473,1
1609.739,26,1.3,5,1.22936378466557,1
1609.884,26,1.6,6,1.60783034257742,1
1610.129,26,2.3,8,2.24730831973863,1
1610.265,26,2.6,9,2.60228384991857,1
1610.499,26,3.3,11,3.21305057096241,1
1611.269,27,1.3,5,1.23006235641619,1
1611.355,27,1.6,6,1.45585822120129,0
1611.443,27,1.6,6,1.68690515260917,1
1611.572,27,2,7,2.02559894978652,1
1611.8,27,2.6,9,2.62422054479826,1
1611.941,27,3,10,2.99442074171352,1
1612.04,27,3.3,11,3.25434853954731,1
1612.169,27,3.6,12,3.59304233672526,1
1612.32,28,0,1,-0.0103851146687282,1
1612.799,28,1.3,5,1.23323236694099,1
1612.932,28,1.6,6,1.57853742968447,1
1613.097,28,2,7,2.00692340977955,1
1613.568,28,3.3,11,3.22977066205122,1
1613.705,28,3.6,12,3.58546083946343,1
1613.869,29,0,1,0.0112994350281782,1
1614.347,29,1.3,5,1.25771403737507,1
1614.485,29,1.6,6,1.61755758365906,1
1614.645,29,2,7,2.03476749239458,1
1615.096,29,3.3,11,3.21077792264227,1
1615.239,29,3.6,12,3.58365927857453,1
1615.4,30,0,1,0.00351725654001583,1
1615.868,30,1.3,5,1.23807430204419,1
1615.999,30,1.6,6,1.5836447570895,1
1616.263,30,2.3,8,2.28006155198924,1
1616.392,30,2.6,9,2.62035612222482,1
1616.536,30,3,10,3.00021982853394,1
1616.636,30,3.3,11,3.26401406902613,1
1616.915,31,0,1,0,1
1617.389,31,1.3,5,1.25148514851459,1
1617.535,31,1.6,6,1.63696369636984,1
1617.771,31,2.3,8,2.2600660066005,1
1618.051,31,3,10,2.99933993399311,1
1618.277,31,3.6,12,3.59603960396037,1
1618.535,32,0.3,2,0.278761061946994,1
1618.799,32,1,4,0.97964601769904,1
1619.029,32,1.6,6,1.59026548672573,1
1619.28,32,2.3,8,2.2566371681417,1
1619.556,32,3,10,2.98938053097385,1
1619.784,32,3.6,12,3.59469026548739,1
1619.94,33,0,1,0.00895255147777292,1
1620.031,33,0.3,2,0.253357206804241,1
1620.305,33,1,4,0.989256938227955,1
1620.404,33,1.3,5,1.25514771709973,1
1620.541,33,1.6,6,1.62309758281129,1
1620.68,33,2,7,1.99641897940962,1
1620.776,33,2.3,8,2.25425246195214,1
1621.057,33,3,10,3.00895255147747,1
1621.139,33,3.3,11,3.22918531781554,1
1621.888,34,1.3,5,1.22546419098137,1
1621.979,34,1.6,6,1.46684350132652,0
1622.072,34,1.6,6,1.71352785145873,1
1622.189,34,2,7,2.02387267904543,1
1622.293,34,2.3,8,2.29973474801045,1
1622.409,34,2.6,9,2.60742705570331,1
1622.553,34,3,10,2.98938992042481,1
1622.643,34,3.3,11,3.22811671087551,1
1623.409,35,1.3,5,1.26022551403974,1
1623.495,35,1.6,6,1.48839265973893,1
1623.588,35,1.6,6,1.73513154985631,0
1623.704,35,2,7,2.04289188591642,1
1623.797,35,2.3,8,2.2896307760338,1
1624.143,35,3.3,11,3.20760557152355,1
1624.225,35,3.6,12,3.42516029184161,0
1624.319,35,3.6,12,3.67455228830427,1
1624.449,36,0,1,0.0195468680589877,1
1624.543,36,0.3,2,0.270102176810199,1
1624.892,36,1.3,5,1.20035539760144,1
1624.976,36,1.3,5,1.42425588627332,0
1625.068,36,1.6,6,1.66948023100866,1
1625.196,36,2,7,2.01066192803204,1
1625.281,36,2.3,8,2.23722789871185,1
1625.649,36,3.3,11,3.21812527765443,1
1625.731,36,3.3,11,3.43669480231044,0
1625.812,36,3.6,12,3.65259884495791,1
1625.927,37,0,1,-0.0414507772019006,1
1626.019,37,0.3,2,0.207253886010732,1
1626.287,37,1,4,0.931741383194663,1
1626.363,37,1,4,1.13719306150059,0
1626.429,37,1.3,5,1.31561162423998,1
1626.525,37,1.6,6,1.57512953367898,1
1626.677,37,2,7,1.98603289029022,1
1626.883,37,2.6,9,2.54291507096175,1
1627.047,37,3,10,2.98625816625332,1
1627.108,37,3.3,11,3.15116017120914,1
1627.439,38,0,1,0.0460600587035318,1
1627.632,38,0.6,3,0.568977195754838,1
1627.801,38,1,4,1.02686836757665,1
1627.993,38,1.6,6,1.54707608941014,1
1628.228,38,2.3,8,2.1837886656129,1
1628.364,38,2.6,9,2.55226913524485,1
1628.617,38,3.3,11,3.23775118536897,1
1628.919,39,0,1,0.0552215542198535,1
1629.375,39,1.3,5,1.27365842796685,1
1629.501,39,1.6,6,1.6103317746601,1
1629.86,39,2.6,9,2.56958361166706,1
1630.244,39,3.6,12,3.59563571587531,1
1630.401,40,0,1,0.0152432190086303,1
1630.495,40,0.3,2,0.268101322572443,1
1630.607,40,0.6,3,0.569379062989681,1
1630.976,40,1.6,6,1.56198161847115,1
1631.353,40,2.6,9,2.57610401255332,1
1631.731,40,3.6,12,3.59291638646058,1
1631.884,41,0,1,0.00449236298323091,1
1631.979,41,0.3,2,0.260557053010233,1
1632.092,41,0.6,3,0.565139263252941,1
1632.457,41,1.6,6,1.54896675651432,1
1632.839,41,2.6,9,2.5786163522011,1
1633.207,41,3.6,12,3.57053009883217,1
1633.371,42,0,1,0.012568735271123,1
1633.456,42,0.3,2,0.241499270564041,1
1633.569,42,0.6,3,0.545842217483698,1
1633.941,42,1.6,6,1.54774997194456,1
1634.319,42,2.6,9,2.56581752889634,1
1634.575,42,3.3,11,3.25530243519208,1
1634.697,42,3.6,12,3.58388508584812,1
1635.059,43,0.6,3,0.563475899524129,1
1635.425,43,1.6,6,1.55736591989072,1
1635.808,43,2.6,9,2.59742023082093,1
1636.059,43,3.3,11,3.27902240325809,1
1636.179,43,3.6,12,3.60488798370648,1
1636.552,44,0.6,3,0.613621038435008,1
1636.793,44,1.3,5,1.26365475387676,1
1636.919,44,1.6,6,1.60350640593402,1
1637.285,44,2.6,9,2.5906945380987,1
1637.533,44,3.3,11,3.25960890087649,1
1637.649,44,3.6,12,3.57248819959532,1
1638.017,45,0.6,3,0.57299145299186,1
1638.268,45,1.3,5,1.25948717948748,1
1638.388,45,1.6,6,1.58769230769229,1
1638.755,45,2.6,9,2.59145299145343,1
1638.992,45,3.3,11,3.23965811965811,1
1639.12,45,3.6,12,3.58974358974337,1
1639.488,46,0.6,3,0.600550964187534,1
1639.729,46,1.3,5,1.26446280991752,1
1639.847,46,1.6,6,1.58953168044077,1
1640.224,46,2.6,9,2.62809917355359,1
1640.467,46,3.3,11,3.29752066115735,1
1640.585,46,3.6,12,3.6225895316806,1
1640.951,47,0.6,3,0.625255972696395,1
1641.18,47,1.3,5,1.25051194539279,1
1641.304,47,1.6,6,1.5890784982939,1
1641.895,47,3.3,11,3.20273037542681,1
1642.024,47,3.6,12,3.5549488054607,1
1642.411,48,0.6,3,0.614119259767377,1
1642.649,48,1.3,5,1.26662097326928,1
1642.783,48,1.6,6,1.63399588759419,1
1643.011,48,2.3,8,2.25908156271428,1
1643.144,48,2.6,9,2.62371487320101,1
1643.372,48,3.3,11,3.24880054832111,1
