Onset
0.040000000
0.350000000
0.670000000
0.970000000
1.300000000
1.620000000
1.910000000
2.210000000
2.530000000
2.790000000
3.110000000
3.460000000
3.740000000
4.040000000
4.380000000
4.650000000
4.980000000
5.300000000
5.620000000
5.900000000
6.200000000
6.480000000
6.780000000
7.110000000
7.390000000
7.690000000
8.030000000
8.340000000
8.620000000
8.940000000
9.240000000
9.540000000
9.850000000
10.130000000
10.430000000
10.750000000
11.050000000
11.350000000
11.660000000
11.980000000
12.280000000
12.610000000
12.890000000
13.180000000
13.490000000
13.810000000
14.120000000
14.420000000
14.770000000
15.060000000
15.370000000
15.700000000
15.990000000
16.280000000
16.630000000
16.930000000
17.230000000
17.530000000
17.830000000
18.120000000
18.460000000
18.750000000
19.100000000
19.390000000
19.670000000
20.010000000
20.290000000
20.580000000
20.900000000
21.180000000
21.510000000
21.800000000
22.110000000
22.410000000
22.750000000
23.040000000
23.340000000
23.640000000
23.940000000
24.240000000
24.520000000
24.820000000
25.100000000
25.400000000
25.710000000
25.980000000
26.290000000
26.610000000
26.940000000
27.260000000
27.570000000
27.890000000
28.220000000
28.540000000
28.880000000
29.230000000
29.580000000
