Onset
0.754895833
1.077437500
1.638187500
2.151083333
2.516854167
3.118520833
3.633187500
3.976729167
4.496916667
4.974145833
5.303520833
5.718145833
6.168916667
6.489062500
6.975125000
7.413916667
7.678104167
8.146041667
8.563666667
8.838854167
9.316562500
9.739875000
9.992458333
10.410000000
10.750000000
11.090000000
11.430000000
11.780000000
12.150000000
12.520000000
12.890000000
13.210000000
13.540000000
13.870000000
14.230000000
14.610000000
15.020000000
15.350000000
15.690000000
16.040000000
16.300000000
16.680000000
17.020000000
17.310000000
17.670000000
18.040000000
18.380000000
18.720000000
19.080000000
19.390000000
19.780000000
20.110000000
20.390000000
20.780000000
21.110000000
21.410000000
21.800000000
22.150000000
22.420000000
22.800000000
23.100000000
23.380000000
23.750000000
24.060000000
24.330000000
24.700000000
25.010000000
25.290000000
25.660000000
25.960000000
26.280000000
26.610000000
26.920000000
27.220000000
27.560000000
27.890000000
28.170000000
28.490000000
28.820000000
29.130000000
29.460000000
29.780000000
30.090000000
30.400000000
30.700000000
31.030000000
31.370000000
31.670000000
31.980000000
32.320000000
32.630000000
32.970000000
33.279958333
33.669770833
34.093437500
34.461458333
34.827104167
35.130000000
35.480000000
35.800000000
36.100000000
36.440000000
36.780000000
37.060000000
37.430000000
37.780000000
38.110000000
38.450000000
38.750000000
39.060000000
39.400000000
39.730000000
40.040000000
40.360000000
40.660000000
40.940000000
41.310000000
41.610000000
41.890000000
42.240000000
42.560000000
42.850000000
43.190000000
43.490000000
43.770000000
44.100000000
44.440000000
44.720000000
45.090000000
45.400000000
45.700000000
46.050000000
46.350000000
46.670000000
47.000000000
47.300000000
47.590000000
47.950000000
48.230000000
48.530000000
48.880000000
49.190000000
49.460000000
49.780000000
50.130000000
50.430000000
50.760000000
51.070000000
51.340000000
51.700000000
52.010000000
52.270000000
52.640000000
52.940000000
53.250000000
53.570000000
53.850000000
54.130000000
54.450000000
54.770000000
55.040000000
55.380000000
55.660000000
55.950000000
56.280000000
56.560000000
56.840000000
57.190000000
57.490000000
57.750000000
58.100000000
58.380000000
58.660000000
59.000000000
59.300000000
59.560000000
59.910000000
60.270000000
60.560000000
60.860000000
61.120000000
61.430000000
61.740000000
62.060000000
62.380000000
62.710000000
63.040000000
